kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,waktu_tempuh_puskes_inap,satuan,tahun,id
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215010.0,PANGKALAN,3215010015.0,CIPTASARI,32.15.02,PANGKALAN,32.15.02.2001,CIPTASARI,5.0,MENIT,2021.0,15186
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215010.0,PANGKALAN,3215010017.0,TAMANMEKAR,32.15.02,PANGKALAN,32.15.02.2002,TAMANMEKAR,45.0,MENIT,2021.0,15187
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215010.0,PANGKALAN,3215010016.0,TAMANSARI,32.15.02,PANGKALAN,32.15.02.2003,TAMANSARI,25.0,MENIT,2021.0,15188
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215010.0,PANGKALAN,3215010014.0,JATILAKSANA,32.15.02,PANGKALAN,32.15.02.2004,JATILAKSANA,20.0,MENIT,2021.0,15189
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215010.0,PANGKALAN,3215010012.0,CINTAASIH,32.15.02,PANGKALAN,32.15.02.2005,CINTAASIH,15.0,MENIT,2021.0,15190
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215010.0,PANGKALAN,3215010011.0,KERTASARI,32.15.02,PANGKALAN,32.15.02.2006,KERTASARI,20.0,MENIT,2021.0,15191
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215010.0,PANGKALAN,3215010013.0,MULANGSARI,32.15.02,PANGKALAN,32.15.02.2007,MULANGSARI,45.0,MENIT,2021.0,15192
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215010.0,PANGKALAN,3215010001.0,MEDALSARI,32.15.02,PANGKALAN,32.15.02.2008,MEDALSARI,45.0,MENIT,2021.0,15193
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215031.0,TELUKJAMBE TIMUR,3215031003.0,TELUKJAMBE,32.15.03,TELUKJAMBE TIMUR,32.15.03.2001,TELUKJAMBE,0.0,MENIT,2021.0,15194
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215031.0,TELUKJAMBE TIMUR,3215031006.0,SUKAHARJA,32.15.03,TELUKJAMBE TIMUR,32.15.03.2002,SUKAHARJA,0.0,MENIT,2021.0,15195
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215031.0,TELUKJAMBE TIMUR,3215031001.0,SIRNABAYA,32.15.03,TELUKJAMBE TIMUR,32.15.03.2003,SIRNABAYA,10.0,MENIT,2021.0,15196
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215031.0,TELUKJAMBE TIMUR,3215031004.0,PUSEURJAYA,32.15.03,TELUKJAMBE TIMUR,32.15.03.2004,PUSEURJAYA,10.0,MENIT,2021.0,15197
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215031.0,TELUKJAMBE TIMUR,3215031005.0,SUKALUYU,32.15.03,TELUKJAMBE TIMUR,32.15.03.2005,SUKALUYU,25.0,MENIT,2021.0,15198
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215031.0,TELUKJAMBE TIMUR,3215031007.0,WADAS,32.15.03,TELUKJAMBE TIMUR,32.15.03.2006,WADAS,0.0,MENIT,2021.0,15199
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215031.0,TELUKJAMBE TIMUR,3215031009.0,PURWADANA,32.15.03,TELUKJAMBE TIMUR,32.15.03.2011,PURWADANA,10.0,MENIT,2021.0,15200
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215031.0,TELUKJAMBE TIMUR,3215031008.0,SUKAMAKMUR,32.15.03,TELUKJAMBE TIMUR,32.15.03.2012,SUKAMAKMUR,0.0,MENIT,2021.0,15201
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215031.0,TELUKJAMBE TIMUR,3215031002.0,PINAYUNGAN,32.15.03,TELUKJAMBE TIMUR,32.15.03.2019,PINAYUNGAN,10.0,MENIT,2021.0,15202
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215020.0,CIAMPEL,3215020005.0,KUTAPOHACI,32.15.04,CIAMPEL,32.15.04.2001,KUTAPOHACI,10.0,MENIT,2021.0,15203
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215020.0,CIAMPEL,3215020007.0,PARUNGMULYA,32.15.04,CIAMPEL,32.15.04.2003,PARUNGMULYA,30.0,MENIT,2021.0,15204
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215020.0,CIAMPEL,3215020006.0,KUTAMEKAR,32.15.04,CIAMPEL,32.15.04.2004,KUTAMEKAR,20.0,MENIT,2021.0,15205
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215020.0,CIAMPEL,3215020004.0,KUTANEGARA,32.15.04,CIAMPEL,32.15.04.2005,KUTANEGARA,15.0,MENIT,2021.0,15206
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215020.0,CIAMPEL,3215020003.0,MULYASARI,32.15.04,CIAMPEL,32.15.04.2006,MULYASARI,15.0,MENIT,2021.0,15207
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215020.0,CIAMPEL,3215020002.0,MULYASEJATI,32.15.04,CIAMPEL,32.15.04.2007,MULYASEJATI,12000.0,MENIT,2021.0,15208
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215020.0,CIAMPEL,3215020001.0,TEGALLEGA,32.15.04,CIAMPEL,32.15.04.2008,TEGALLEGA,20.0,MENIT,2021.0,15209
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040013.0,DUREN,32.15.05,KLARI,32.15.05.2001,DUREN,5.0,MENIT,2021.0,15210
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040014.0,PANCAWATI,32.15.05,KLARI,32.15.05.2002,PANCAWATI,10.0,MENIT,2021.0,15211
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040005.0,WALAHAR,32.15.05,KLARI,32.15.05.2003,WALAHAR,15.0,MENIT,2021.0,15212
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040006.0,KIARAPAYUNG,32.15.05,KLARI,32.15.05.2004,KIARAPAYUNG,5.0,MENIT,2021.0,15213
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040004.0,SUMURKONDANG,32.15.05,KLARI,32.15.05.2005,SUMURKONDANG,10.0,MENIT,2021.0,15214
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040012.0,CIBALONGSARI,32.15.05,KLARI,32.15.05.2006,CIBALONGSARI,10.0,MENIT,2021.0,15215
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040011.0,KLARI,32.15.05,KLARI,32.15.05.2007,KLARI,15.0,MENIT,2021.0,15216
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040016.0,BELENDUNG,32.15.05,KLARI,32.15.05.2008,BELENDUNG,30.0,MENIT,2021.0,15217
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040008.0,ANGGADITA,32.15.05,KLARI,32.15.05.2016,ANGGADITA,15.0,MENIT,2021.0,15218
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040007.0,GINTUNGKERTA,32.15.05,KLARI,32.15.05.2017,GINTUNGKERTA,15.0,MENIT,2021.0,15219
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040002.0,CURUG,32.15.05,KLARI,32.15.05.2018,CURUG,5.0,MENIT,2021.0,15220
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040001.0,KARANGANYAR,32.15.05,KLARI,32.15.05.2019,KARANGANYAR,0.0,MENIT,2021.0,15221
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215040.0,KLARI,3215040003.0,CIMAHI,32.15.05,KLARI,32.15.05.2020,CIMAHI,10.0,MENIT,2021.0,15222
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215150.0,RENGASDENGKLOK,3215150006.0,RENGASDENGKLOK SELATAN,32.15.06,RENGASDENGKLOK,32.15.06.2001,RENGASDENGKLOK SELATAN,5.0,MENIT,2021.0,15223
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215150.0,RENGASDENGKLOK,3215150007.0,RENGASDENGKLOK UTARA,32.15.06,RENGASDENGKLOK,32.15.06.2002,RENGASDENGKLOK UTARA,5.0,MENIT,2021.0,15224
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215150.0,RENGASDENGKLOK,3215150008.0,KERTASARI,32.15.06,RENGASDENGKLOK,32.15.06.2003,KERTASARI,10.0,MENIT,2021.0,15225
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215150.0,RENGASDENGKLOK,3215150009.0,DEWISARI,32.15.06,RENGASDENGKLOK,32.15.06.2004,DEWISARI,15.0,MENIT,2021.0,15226
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215150.0,RENGASDENGKLOK,3215150005.0,AMANSARI,32.15.06,RENGASDENGKLOK,32.15.06.2005,AMANSARI,10.0,MENIT,2021.0,15227
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215150.0,RENGASDENGKLOK,3215150003.0,KARYASARI,32.15.06,RENGASDENGKLOK,32.15.06.2006,KARYASARI,15.0,MENIT,2021.0,15228
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215150.0,RENGASDENGKLOK,3215150004.0,DUKUHKARYA,32.15.06,RENGASDENGKLOK,32.15.06.2007,DUKUHKARYA,30.0,MENIT,2021.0,15229
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215150.0,RENGASDENGKLOK,3215150001.0,KALANGSARI,32.15.06,RENGASDENGKLOK,32.15.06.2008,KALANGSARI,30.0,MENIT,2021.0,15230
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215150.0,RENGASDENGKLOK,3215150002.0,KALANGSURYA,32.15.06,RENGASDENGKLOK,32.15.06.2009,KALANGSURYA,60.0,MENIT,2021.0,15231
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140007.0,WALUYA,32.15.07,KUTAWALUYA,32.15.07.2001,WALUYA,15.0,MENIT,2021.0,15232
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140004.0,MULYAJAYA,32.15.07,KUTAWALUYA,32.15.07.2002,MULYAJAYA,10.0,MENIT,2021.0,15233
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140005.0,KUTAKARYA,32.15.07,KUTAWALUYA,32.15.07.2003,KUTAKARYA,10.0,MENIT,2021.0,15234
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140006.0,KUTAGANDOK,32.15.07,KUTAWALUYA,32.15.07.2004,KUTAGANDOK,10.0,MENIT,2021.0,15235
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140011.0,KUTAMUKTI,32.15.07,KUTAWALUYA,32.15.07.2005,KUTAMUKTI,10.0,MENIT,2021.0,15236
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140012.0,KUTAJAYA,32.15.07,KUTAWALUYA,32.15.07.2006,KUTAJAYA,7.0,MENIT,2021.0,15237
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140008.0,SAMPALAN,32.15.07,KUTAWALUYA,32.15.07.2007,SAMPALAN,3.0,MENIT,2021.0,15238
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140003.0,SINDANGMULYA,32.15.07,KUTAWALUYA,32.15.07.2008,SINDANGMULYA,7.0,MENIT,2021.0,15239
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140002.0,SINDANGMUKTI,32.15.07,KUTAWALUYA,32.15.07.2009,SINDANGMUKTI,7.0,MENIT,2021.0,15240
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140010.0,KUTARAJA,32.15.07,KUTAWALUYA,32.15.07.2010,KUTARAJA,5.0,MENIT,2021.0,15241
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140009.0,SINDANGSARI,32.15.07,KUTAWALUYA,32.15.07.2011,SINDANGSARI,5.0,MENIT,2021.0,15242
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215140.0,KUTAWALUYA,3215140001.0,SINDANGKARYA,32.15.07,KUTAWALUYA,32.15.07.2012,SINDANGKARYA,10.0,MENIT,2021.0,15243
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215190.0,BATUJAYA,3215190008.0,BATUJAYA,32.15.08,BATUJAYA,32.15.08.2001,BATUJAYA,5.0,MENIT,2021.0,15244
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215190.0,BATUJAYA,3215190005.0,TELUKAMBULU,32.15.08,BATUJAYA,32.15.08.2002,TELUKAMBULU,10.0,MENIT,2021.0,15245
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215190.0,BATUJAYA,3215190004.0,TELUKBANGO,32.15.08,BATUJAYA,32.15.08.2003,TELUKBANGO,0.0,MENIT,2021.0,15246
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215190.0,BATUJAYA,3215190006.0,KARYABHAKTI,32.15.08,BATUJAYA,32.15.08.2004,KARYABHAKTI,45.0,MENIT,2021.0,15247
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215190.0,BATUJAYA,3215190007.0,BATURADEN,32.15.08,BATUJAYA,32.15.08.2005,BATURADEN,10.0,MENIT,2021.0,15248
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215190.0,BATUJAYA,3215190009.0,SEGARAN,32.15.08,BATUJAYA,32.15.08.2006,SEGARAN,0.0,MENIT,2021.0,15249
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215190.0,BATUJAYA,3215190010.0,SEGARJAYA,32.15.08,BATUJAYA,32.15.08.2007,SEGARJAYA,0.0,MENIT,2021.0,15250
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215190.0,BATUJAYA,3215190001.0,KUTAAMPEL,32.15.08,BATUJAYA,32.15.08.2008,KUTAAMPEL,20.0,MENIT,2021.0,15251
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215190.0,BATUJAYA,3215190003.0,KARYAMULYA,32.15.08,BATUJAYA,32.15.08.2009,KARYAMULYA,14.0,MENIT,2021.0,15252
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215190.0,BATUJAYA,3215190002.0,KARYAMAKMUR,32.15.08,BATUJAYA,32.15.08.2010,KARYAMAKMUR,25.0,MENIT,2021.0,15253
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215180.0,TIRTAJAYA,3215180003.0,SABAJAYA,32.15.09,TIRTAJAYA,32.15.09.2001,SABAJAYA,1.0,MENIT,2021.0,15254
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215180.0,TIRTAJAYA,3215180002.0,PISANGSAMBO,32.15.09,TIRTAJAYA,32.15.09.2002,PISANGSAMBO,0.0,MENIT,2021.0,15255
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215180.0,TIRTAJAYA,3215180004.0,GEMPOLKARYA,32.15.09,TIRTAJAYA,32.15.09.2003,GEMPOLKARYA,0.0,MENIT,2021.0,15256
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215180.0,TIRTAJAYA,3215180001.0,MEDANKARYA,32.15.09,TIRTAJAYA,32.15.09.2004,MEDANKARYA,0.0,MENIT,2021.0,15257
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215180.0,TIRTAJAYA,3215180010.0,TAMBAKSUMUR,32.15.09,TIRTAJAYA,32.15.09.2005,TAMBAKSUMUR,0.0,MENIT,2021.0,15258
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215180.0,TIRTAJAYA,3215180011.0,TAMBAKSARI,32.15.09,TIRTAJAYA,32.15.09.2006,TAMBAKSARI,15.0,MENIT,2021.0,15259
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215180.0,TIRTAJAYA,3215180009.0,SUMURLABAN,32.15.09,TIRTAJAYA,32.15.09.2007,SUMURLABAN,5.0,MENIT,2021.0,15260
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215180.0,TIRTAJAYA,3215180005.0,SRIJAYA,32.15.09,TIRTAJAYA,32.15.09.2008,SRIJAYA,0.0,MENIT,2021.0,15261
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215180.0,TIRTAJAYA,3215180006.0,KUTAMAKMUR,32.15.09,TIRTAJAYA,32.15.09.2009,KUTAMAKMUR,30.0,MENIT,2021.0,15262
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215180.0,TIRTAJAYA,3215180007.0,BOLANG,32.15.09,TIRTAJAYA,32.15.09.2010,BOLANG,15.0,MENIT,2021.0,15263
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215180.0,TIRTAJAYA,3215180008.0,SRIKAMULYAN,32.15.09,TIRTAJAYA,32.15.09.2011,SRIKAMULYAN,0.0,MENIT,2021.0,15264
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160010.0,PAYUNGSARI,32.15.10,PEDES,32.15.10.2001,PAYUNGSARI,200.0,MENIT,2021.0,15265
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160007.0,KARANGJAYA,32.15.10,PEDES,32.15.10.2002,KARANGJAYA,20.0,MENIT,2021.0,15266
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160006.0,KERTARAHARJA,32.15.10,PEDES,32.15.10.2003,KERTARAHARJA,20.0,MENIT,2021.0,15267
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160015.0,SUNGAIBUNTU,32.15.10,PEDES,32.15.10.2005,SUNGAIBUNTU,5.0,MENIT,2021.0,15268
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160017.0,DONGKAL,32.15.10,PEDES,32.15.10.2006,DONGKAL,16.0,MENIT,2021.0,15269
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160009.0,KERTAMULYA,32.15.10,PEDES,32.15.10.2007,KERTAMULYA,20.0,MENIT,2021.0,15270
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160018.0,PUSPASARI,32.15.10,PEDES,32.15.10.2008,PUSPASARI,10.0,MENIT,2021.0,15271
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160012.0,LABANJAYA,32.15.10,PEDES,32.15.10.2010,LABANJAYA,15.0,MENIT,2021.0,15272
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160001.0,JATIMULYA,32.15.10,PEDES,32.15.10.2012,JATIMULYA,25.0,MENIT,2021.0,15273
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160011.0,RANGDUMULYA,32.15.10,PEDES,32.15.10.2016,RANGDUMULYA,15.0,MENIT,2021.0,15274
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160016.0,KENDALJAYA,32.15.10,PEDES,32.15.10.2017,KENDALJAYA,20.0,MENIT,2021.0,15275
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215160.0,PEDES,3215160008.0,MALANGSARI,32.15.10,PEDES,32.15.10.2018,MALANGSARI,25.0,MENIT,2021.0,15276
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215170.0,CIBUAYA,3215170004.0,PEJATEN,32.15.11,CIBUAYA,32.15.11.2001,PEJATEN,10.0,MENIT,2021.0,15277
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215170.0,CIBUAYA,3215170003.0,CIBUAYA,32.15.11,CIBUAYA,32.15.11.2002,CIBUAYA,2.0,MENIT,2021.0,15278
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215170.0,CIBUAYA,3215170002.0,KERTARAHAYU,32.15.11,CIBUAYA,32.15.11.2003,KERTARAHAYU,20.0,MENIT,2021.0,15279
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215170.0,CIBUAYA,3215170001.0,SUKASARI,32.15.11,CIBUAYA,32.15.11.2004,SUKASARI,5.0,MENIT,2021.0,15280
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215170.0,CIBUAYA,3215170005.0,KEDUNGJERUK,32.15.11,CIBUAYA,32.15.11.2005,KEDUNGJERUK,10.0,MENIT,2021.0,15281
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215170.0,CIBUAYA,3215170006.0,KALIDUNGJAYA,32.15.11,CIBUAYA,32.15.11.2006,KALIDUNGJAYA,40.0,MENIT,2021.0,15282
32.0,JAWA BARAT,3215.0,KABUPATEN KARAWANG,3215170.0,CIBUAYA,3215170011.0,SEDARI,32.15.11,CIBUAYA,32.15.11.2007,SEDARI,60.0,MENIT,2021.0,15283
